,user_id,item_predict
259,14864971,7360209 172321301 134025169 274461606 22835214 136795488 275225032 115528995 203145770 172915867 160903200 275054443
260,11126735,7958872 274585245 121099479 68219838 26485771 275225051 212469874 19364741 275225053 111709266 207765359 82528875
261,13041875,107144886 275225066 39088060 138750873 22774705 184822412 172477180 275225056 272362640 71141218 76150457 172474728
262,27100339,16154121 275054443 102107969 117083142 22774705 275225068 121053230 18012630 170808746 164310669 76164349 274587776
263,23887801,22835214 74924052 275225037 275225066 275225044 29115771 275225054 140174663 161208247 7958836 115267243 102800015
264,5505198,22761166 143275087 117081799 161208247 177637414 275225042 108761942 164351649 275054443 14627651 275225032 115267243
265,1713966,275225031 164550314 6879031 110709509 172474728 76375944 111709266 197688264 184826959 275225065 132107482 8448374
266,18418909,108568459 90483814 120427174 203933253 171020189 271540414 7174993 275225059 217176858 134022914 52079043 50713741
267,17341182,205459325 135269070 274159435 215601923 217176858 74280990 208255020 176599682 4426117 186202525 191820527 172474728
268,26806800,69990262 103076103 68027471 121099479 134022914 170762091 19364741 114193983 44579670 14848906 93050507 115268169
269,13730994,135269070 44579670 275225061 172446338 52290353 28544814 75420641 44112983 20680707 184051552 143275087 274587510
270,27146847,47406493 197688264 178322259 51488651 6927817 7958739 274969525 172325522 148890145 136795488 172911485 179523295
271,21373547,217176713 7174993 275225042 22835214 121099479 170762091 179523208 171020215 94808227 203933253 213887696 275225028
272,25940713,275175461 143275087 84963179 172477180 148890145 8448484 169933468 73570874 22543488 16154222 160883217 8448446
273,27042299,52290353 7958748 194846824 77075739 45480982 14847948 275225062 7958766 275225051 134025169 7958872 159000911
274,22302965,16154236 114194298 130300212 275225046 274958631 16154222 91848059 14351068 76438775 69981984 140174663 52079043
275,12698291,51488651 271540414 164270658 4399961 121099621 4382605 82843404 107978427 107359496 110308041 159382275 22835216
276,16869848,6982965 157016976 164223955 121009998 115269475 16154358 172321301 42592130 107709913 7697471 73211194 22529504
277,5433032,49268992 197688264 275225080 22835214 205459325 274159435 160882845 274585245 179523295 100179757 8448484 274834643
278,10795653,275175461 8448556 205459325 66609074 5465201 32932416 204283018 258379041 51477300 90483814 75424785 7958775
279,20038054,159000911 114194298 50713741 275024495 102107969 13306746 164084313 136157116 274678240 177637414 13859576 195316171
280,7012725,135269070 213887696 90483814 184822412 107668471 47406493 172915867 18013163 203145770 22774390 85256178 275225053
281,12124719,135269070 7191307 203109958 44579670 275225034 138749405 10776493 274568575 6879031 205713374 117081799 107978427
282,7931346,111972654 108568459 217176713 54158651 157016976 93050507 86988226 74280688 169933468 179062565 121109923 20329891
283,83431,90483814 114194298 275175461 274159435 6879031 164223955 22774705 179062565 110700063 108763472 274958631 68027471
284,26930256,6306239 121109923 21972366 169933468 75422804 274461606 275054443 184826959 74924052 23851539 111972654 69981984
285,13207419,148890145 73570874 52290353 90484442 107709913 29916656 274158090 141986699 275225053 10776493 134021859 275225052
286,21040458,52109918 275225031 148890145 141986699 214887627 171020555 130287356 10776493 138750873 203115271 134735314 140174663
287,23911490,46064152 121109923 76205485 23851539 167937715 178779717 207366690 275054443 102086317 51488651 154173067 44112983
288,8158908,160883217 275225076 214887627 258379041 75424785 73570874 114194298 7958775 130362474 197536148 67488235 7958739
289,328418,275225069 72641169 275225054 58221635 71905085 164545513 134735314 125410120 212317639 107359496 107668471 275225073
290,23862704,76438775 121649229 164546449 275225056 164084313 172477180 205480502 8448446 164221914 275225051 13859576 205713374
291,17850237,271540414 240590870 196471149 275225057 274678240 7958739 164547509 275225041 8448556 6306239 275225074 82528875
292,17472712,16153585 41267696 111709266 167937715 7958780 186202525 7958836 120427448 134022914 69989394 90484442 108760316
293,21464843,136795488 72641169 113115714 16154222 275225037 130362474 249536060 91848059 7958739 275225031 263369737 275054443
294,27098951,275225041 140174663 204283018 177637414 75401284 67488235 75424785 172446338 86988226 274585245 159382275 196174372
295,27801379,82843404 86988226 143275087 204283018 275024495 117081799 179206519 172445145 164551063 197344491 108568459 134025169
296,14020562,44579670 169933468 52290353 55424951 107361263 274461606 275225043 75401284 102905137 52417141 21972366 125410120
297,14410683,108568459 74823296 90484442 275225080 107338883 26081106 121009998 8448374 54158651 164270658 111709266 275225051
298,26252391,21972366 121099479 58425578 55424951 197536148 7958872 16154236 115267243 16154389 68219838 52079043 29115771
299,16692972,72641169 274709343 16153585 35166676 172474870 275225052 22761166 108761942 159000911 8448484 164550314 6879031
300,17178824,275225069 55424951 214887627 94808227 177637414 272623327 44112983 66609455 275225024 74404407 28544814 73570874
301,17314873,107361263 274958631 7191307 176251118 160883217 72287083 184920345 154173067 176599682 16154389 205459325 58425578
302,27060399,49268992 102782651 84963179 205713374 16153669 275175461 196174372 275225060 117030429 110308041 22543488 68027471
303,19221494,275225024 275225060 164313025 28544814 275225050 197536148 179206519 7958872 22835214 275225069 10776493 134735314
304,25116857,212321323 117081799 172474870 115528995 191820527 74238547 55056022 275175461 114194298 275225064 52254550 172477180
305,19031784,42424755 121010037 164550791 45242530 195316171 141986699 72641169 69500507 197536148 172474728 19814067 23452876
306,15013331,13670345 135269070 21972366 7958766 275225069 274568575 115269475 107144886 22835214 171020249 172445145 164084313
307,27186759,77239444 214887627 184051552 212321323 45487862 164551063 8448446 111972654 52083248 212317639 174167552 14848906
308,26193430,197536148 203063619 178779254 172438868 135269070 170808779 29115771 52290353 172477180 159382275 275225076 51488651
309,17274953,275225079 107359496 203933253 138748093 197535839 110700063 170762091 172474870 275225032 7697471 16154222 22490714
310,5754461,85256178 275225037 28544814 75424785 176251118 217176888 20680707 148890145 21972366 275225053 229972422 22774390
311,21398622,161208247 172283830 117081799 204314768 121053230 177637414 7958795 172908253 160831508 167937610 274958631 86868118
312,24461933,100179757 125410120 179523295 52079043 115267031 68027471 208255020 41267696 203063619 275225079 49268992 44112983
313,624209,84963179 178779717 94808227 46064152 177637414 275225041 134022914 93050507 195316171 248985977 275054443 130287356
314,28152714,275054443 212469874 44112983 178779254 19364741 107361263 197688264 111682582 138749405 275225046 263369737 275225079
315,8216094,164082385 143275087 22835216 72287083 275225064 164550568 7958872 87056098 44112983 134735314 107144886 94808227
316,19561095,275225046 195192891 7958872 164550791 19395253 164310055 197536148 272362640 7191307 275054443 4426117 164221914
317,16087032,178779717 138750873 28544814 110700063 136795488 120430860 275225037 74823296 205480502 114194298 90484442 46064152
318,14313629,48914057 22835214 263369737 26485771 164310055 275225068 184822412 108568459 51661979 134021859 164547509 69984571
319,11988767,274587776 86868118 54073357 165337523 132107482 275225044 16154358 23452876 164550314 22835214 35168128 136383612
320,12724143,165337523 76164349 16154236 172321301 275225079 102800015 44579670 77075739 275225044 134735314 111709266 275225064
321,25840618,164545454 110700063 68219838 196174372 275002754 72641169 107361263 274588052 73622488 7958795 16153585 161208247
322,23658819,100179757 32932416 66758097 275225056 50231490 108568459 76164349 102905137 51477300 66609074 13859962 8448484
323,13305735,167937507 21972366 196471149 100179757 171020215 274709343 8448556 77239444 117081799 121109923 275225078 19364741
324,8222726,4401897 275225037 73622488 22774390 74924052 197536148 275054443 14847948 275225053 208255020 184826959 212469874
325,28741564,85256178 6982965 7360209 115267243 68939138 19364741 53135977 52079043 275225057 134022914 75424785 205713374
326,21376576,134735314 203109958 102729546 14848906 8448484 148890145 275002754 164270658 275225061 205480502 42592130 172321301
327,27740422,160902809 164545454 207765359 46640788 82528875 274678240 160883217 178779254 179523208 84963179 141986699 6982965
328,24201881,275225026 20680707 82843404 7175047 195316171 138750873 172281846 10776493 58221635 275225069 217176888 21972366
329,1728681,107359496 178779717 23452876 121010037 29916656 7958775 196174372 16154358 74280990 205713374 274969525 172281846
330,19347663,28544814 52079043 275225056 77075739 179062565 52254550 121009998 144544388 7191307 13859576 41267696 75420641
331,18610743,7958775 107411611 16153585 165176786 171922750 7174993 274958631 271540414 74280990 203115271 110308041 172445606
332,23076182,117083142 275225078 120430860 5465201 110308041 275225062 4426117 16154236 77239444 50713741 22835216 134025507
333,1120136,114194298 89479359 6879031 90483814 172283830 272623327 68027471 135269070 42424755 22490670 66609074 16154389
334,28288852,172474870 134025169 130300212 172474580 16160816 121099621 174167552 46698977 94775934 120430860 164547509 275053951
335,22213753,165337523 94808227 121010037 53135977 275053951 90195739 93050507 59301256 58221635 274969525 184051552 275225059
336,28710115,111972654 172438868 169933468 275225037 113115714 275225053 90483814 134396340 22490670 120427174 46148092 68219838
337,23133150,275225061 275225034 160902809 213887696 38080465 102107969 16154121 171922750 167937507 8448446 75422804 113115714
338,23481670,275225043 217176713 66897309 71905085 174220642 140174663 164084313 68027471 28544814 22529504 121010037 6879031
339,12275105,275175461 90483814 128276418 35168128 172284477 16154389 76205485 72287083 212469874 195316171 216383904 75422804
340,1297280,7360209 159000911 102107969 213887696 8448374 5465201 275225031 8448586 174167552 141986699 165176786 23851539
341,7875340,197536148 74924052 275225037 214887627 172915867 205713374 203145770 115275838 73570874 22490670 275175461 90483814
342,25348874,171922750 172474728 275225085 275225046 125410120 52109918 75420641 71141218 170808746 8448586 52083248 107369821
343,7068460,135269070 184051552 275225064 143275087 275225084 172446338 274834643 7958775 275225058 214887627 164313903 68027471
344,17533480,73744766 121645707 45480982 107411611 107361263 16154389 51661979 203109958 275225065 272623327 7360209 203063619
345,24908806,120427174 21972366 172477180 111972654 274678240 114194298 69500507 164221914 275225061 68219838 77075739 115267243
346,15297425,108760316 74924052 46632410 67488235 134022914 185209207 7958795 275054443 7174993 4401897 6879031 167937610
347,17493839,160902809 205459325 165176788 204283018 16154121 107361263 121098346 22835214 102085482 82528875 50713741 172321301
348,1716332,114194298 107361263 102107969 135269070 108763472 184051552 52290353 47406493 247445332 161208247 275225081 44579670
349,13233381,274568575 134022914 5465201 275225031 197344491 172283830 20680707 130287356 14702607 16160816 215601923 165176788
350,8135564,53135977 108763472 275225057 134025169 110700063 177637414 41267696 13670345 47406493 7697471 48914057 16154121
351,14335742,50231490 74238547 212469874 214857049 274958631 29115771 52083248 179062565 160883217 46148092 90067095 75422804
352,19625306,84963179 32932416 93710743 275024495 275175461 274678240 172446338 172474728 249536060 74280688 275225075 51488651
353,17646127,160882845 51488651 172474728 275225056 165176786 107369821 68939138 44112983 115528995 197536148 179523295 165176788
354,10009869,135269070 167937610 77239444 111682582 52079043 208255020 69500507 22529504 16154389 23452876 8448586 23851539
355,17464773,134735314 82528875 217176888 178779254 165337523 74280990 164082385 89479359 75422804 7175047 213887696 72287083
356,12760342,203768388 134025169 275225079 275225053 67656086 140107331 171020555 114194298 16154236 13670345 164270658 93710743
357,13435038,130301550 275175461 121009977 46698977 197535839 114194298 249536060 275225037 275024495 138749405 111709266 50227166
358,16110630,14627651 41267696 73622488 164223955 252801927 7174993 110308041 14702607 205713374 74238547 73744766 275225033
359,28212325,14627651 275225037 117081799 7958739 46148092 108763472 274568575 16154121 136383612 107668471 68027471 89479359
360,20282923,47406493 102800015 13306746 52079043 107144886 35166676 174220642 83158705 275225037 134025507 274958631 275225053
361,18911318,102107969 140174663 164545513 73622488 22490670 160902809 10785741 167937507 121095190 275002754 203768388 164545454
362,20123777,125725750 178779717 22774390 247445332 205480502 203933253 16154358 76375944 90484442 22835218 73570874 8448586
363,27091775,160882845 275225066 23851539 136173457 58221635 205459325 51477300 164550568 6879031 110709509 100179757 49268992
364,22043079,274585245 172445145 217176888 23452876 134735314 107359496 172910320 157530335 275225053 275225043 22529504 7360209
365,9173715,58221635 52290353 102107969 110308041 274587510 7958766 160882845 275225050 114194298 140174663 68939138 216383904
366,26999076,134735314 85256178 107668471 274678240 22835214 94775934 134025507 197536148 10776493 121010037 115269475 204314768
367,19745402,66897309 140107331 93050507 74924052 159000911 203145770 184051552 71141218 28544814 102729546 275225065 68027471
368,26288231,275225037 135269070 82528875 165176788 42424755 107369821 274587776 102107969 212321323 55424951 38080465 8448446
369,22948637,110700063 13670345 108760316 117083142 164545454 77239444 107144886 275225031 16154222 275225056 66609074 108030200
370,24976911,275225079 134025169 134025373 171020555 164313025 52254550 16154358 8448586 66609455 212469874 130301550 44579670
371,8611493,115267243 215601923 8448374 16160816 22761166 7958795 161208247 274159435 164313903 179757537 134025507 154173067
372,19627866,26485771 205713374 75422804 197688264 164313903 275225053 159382275 103076103 7958836 5465201 16160816 164551063
373,19687532,134025169 212469874 134025373 174167552 275225051 184826959 158790337 171922750 275225060 217176713 275225053 160882845
374,13152139,134025507 274587776 275225056 275225080 203109958 275225051 132107482 275225059 272623327 35168128 22543488 75424785
375,19531792,94775934 164550791 45480982 16154389 186202525 107338883 179062565 16154222 164550568 84963179 130300212 58221635
376,20713269,44112983 53135977 7958739 164351649 196471149 115275991 164551063 121098346 66758097 82644520 134025373 275225064
377,9154290,275054443 125410120 46148092 13670345 107144886 86988226 4401897 184822412 32932416 275053951 172910320 134022914
378,26634410,26485771 50231490 75422804 240590870 6982965 205713374 215601923 55056022 75401284 195316171 274958631 52254550
379,11450571,121099479 26485771 74823296 28544814 159000911 275225078 172474580 178322259 22835214 275225056 48914057 148890145
380,16055409,5465201 22761166 55424951 130362474 164551063 275225079 26081106 167937507 71905085 203063619 102107969 165337523
381,26615359,212321323 274568575 134025373 93710743 115267031 102107969 74823296 22761166 23452876 177637414 158790337 136383612
382,28193073,107361263 275225078 58425578 74280990 135269070 121099479 115267031 16154389 22761166 22835216 120427448 203154833
383,18219117,275225024 179062565 164545513 14351068 170808746 50231490 53135977 195316171 19814067 39331143 10785741 274461606
384,40575,52290353 138750873 194846824 172474728 14627651 19814067 111709266 102085482 275225031 51351021 35168128 217176888
385,8334577,275225034 172445145 82528875 170808779 7360209 130301550 190468598 205480502 275225062 73211194 178779254 164084313
386,27146804,7958739 203145770 172325522 275054443 184826959 157016976 164547509 134396340 14847948 184051552 258379041 111682582
387,20122921,46148092 172477180 87056098 76205485 72641169 275225057 84564566 157016976 91848059 113115714 121010037 171922750
388,9674709,275225078 275225053 275225073 275175461 212469874 275225061 164221914 91848059 89479359 195192891 134025507 229972422
389,15987317,121010037 134025373 148890145 274568575 107978427 275225085 73211194 29916656 26081106 203145770 216383904 7191307
390,10964038,172915867 115275838 6927817 52417141 66758097 154173067 68027471 275225063 89479359 194846824 172474728 275225085
391,10632636,52290353 275225066 54158651 172910320 214887627 13306746 48914057 4426117 6927817 272362640 32932416 275225075
392,16240517,214887627 22490714 273744625 13670345 274568575 6306239 73570874 215601923 134025169 91848059 76205485 164550568
393,18220427,170808746 160903200 69989394 275225037 22529504 28544814 160883217 185209207 171020215 8448556 45480982 8448374
394,15275669,164545513 94775934 73570874 49268992 179523295 167937507 89479359 274709343 164270658 74924052 4382605 74823296
395,5805393,275225037 28544814 52079043 44112983 94808227 274159435 172445606 217176858 275225059 14351068 45480982 102800015
396,19304269,135269070 208255020 172477180 22774390 204314768 117030429 68219838 68027471 164550568 74280990 229981584 75424785
397,1002652,159382275 55424951 229972422 217176713 275024495 177637414 19395253 85256178 16154222 164221914 195192891 275225037
398,27564569,134735314 108763472 19814067 5465201 197688264 107369821 172325522 212321323 39331143 164082385 49268992 186202525
399,20149396,179523295 94775934 271540414 52079043 86988226 107978427 7191307 114193983 272362640 82528875 275225056 275225044
400,21521788,214887627 217176888 275225037 52290353 134025373 275225076 107359496 7174993 22761166 136020884 132107482 16154222
401,27356486,178779717 7360209 160831508 77239444 55056022 275225053 107338883 148890145 274834643 102107969 7958780 32932416
402,24066609,134021859 102107969 164221914 125725750 272623327 159382275 138749405 73622488 172445606 157016976 26081106 275225074
403,17150576,204283018 130301550 132107482 69981984 130287356 213887696 75422804 13306746 197688264 6306239 130300212 212321323
404,20719135,7958836 275225075 275225064 90195739 102085482 73744766 164084313 275024495 41267696 121645707 275225043 13306746
405,13076184,203063619 174167552 130362474 7360209 158790337 275225024 167937715 93050507 110709509 46064152 128276418 46632410
406,23597713,51477300 93050507 39088060 275225043 217176713 203145770 274158090 7958757 7958766 69500507 51351021 161208247
407,19965598,102729546 110709509 135269070 4382605 91848059 107369821 177637414 275225065 102107969 22492292 114194298 108760316
408,16431946,191820527 45480982 130300212 21972366 212469874 275225034 217176858 275225068 8448586 275225059 68027471 10922941
409,25909880,102800015 274588052 16154222 217176713 191820527 29115771 8448484 136383612 51351021 22490714 74924052 164550314
410,7110825,164550791 58221635 111682582 5465201 275225053 275225079 213887696 121009998 275225026 68939138 164221914 121053230
411,25736578,115267243 212321323 274568575 207765359 89479359 275054443 108568459 172438868 274587776 110308041 46064152 164310669
412,12112065,275225084 55056022 75401284 164547509 135269070 172443958 164548324 205480502 44112983 212469911 46698977 130287356
413,25845035,107144886 22490714 179523208 275225034 22761166 275225056 107369821 90484442 274587776 275225051 74823296 136795488
414,21453184,53135977 120427448 203109958 76375944 148890145 74924052 275225042 178322259 275225037 67656086 164550568 171020215
415,17498960,117030429 249536060 164548324 130301550 54073357 67488235 275225064 22490670 205459325 164545454 275225034 160882845
416,8019104,107411611 164546449 275225026 58221635 134025169 172281846 72641169 76205485 26485771 160882845 82843404 240590870
417,7710681,22529504 22774705 184826959 140174663 130287356 275054443 7958766 275225066 120427448 138748093 28544814 121099479
418,19632952,164545513 178779254 107359496 275225057 212321323 275225027 7360209 275225076 125410120 32932416 42424755 134025373
419,26283484,275225052 275225068 134025507 108763472 275225034 7191307 179062565 107978427 107709913 121099479 205459325 164251651
420,16762734,14848906 203109958 66609455 121053230 51661979 171020249 164545513 69500507 165176786 108763472 164310055 42592130
421,22001624,214887627 130362474 178779717 10922941 29115771 53135977 55056022 130300212 6879031 172446338 125410120 208104600
422,27146689,7958748 16153585 275175461 130301550 172281846 164545454 203145770 73744766 7360209 164084313 167937507 205480502
423,19833273,212321323 23851539 51488651 171020215 274587776 82528875 13306746 136020884 272623327 108760316 76150457 51477300
424,19500260,7191307 28544814 274969525 76438775 164313025 272362509 275225074 251773296 273744625 23452876 14702607 77075739
425,5349987,107978427 76438775 191820527 275225056 52254550 75401284 172477180 55424951 114193983 172446338 10922941 90484442
426,26479492,10922941 275225065 135269070 229981584 212469874 110308041 21972366 67488235 23452876 14351068 90195739 76205485
427,17550722,196471149 130362474 19395253 275225064 164221914 172446338 275225078 19364741 169933468 13306746 22529504 117212442
428,26200534,196174372 205713374 274969525 171922750 39088060 197344491 20680707 66609455 275225037 53135977 176251118 274568575
429,24899721,212321323 121099479 249536060 26485771 275225069 55056022 130362474 164545513 275225030 121098346 274958631 275225051
430,11900957,87056098 8448586 275225064 103076103 7958748 8448484 102905137 275225049 274159435 22761166 52290353 121099621
431,26173589,212469874 7958836 204314768 107361263 135269070 205712436 275225053 196174372 195316171 45242530 134022914 140107331
432,7849587,140107331 229981584 68027471 72641169 22774390 16154121 203063619 46632410 50713741 115529411 52082513 7958732
433,20953285,22774705 164547509 108763472 275175461 172446338 275225042 55056022 132107482 170762091 55424951 72287083 263369737
434,23855057,13670345 134025373 164351649 205712436 275225085 115269475 19814067 275225078 19364741 46640788 16154389 275225041
435,15630745,49268992 74823296 172474728 275225080 138748093 208104600 164270658 103076103 108568459 76164349 26485771 138750873
436,22691064,22529504 121099479 73744766 136383612 107359496 83158705 217176888 274587776 6879031 7958757 275225031 164550568
437,13312043,28544814 74823296 130362474 121009977 7191307 115529411 86868118 71905085 55424951 74280990 252801927 108760316
438,18512353,214887627 115267836 107420141 160903200 76164349 184822412 275225041 275225061 164550568 6982965 184826959 275225073
439,10276770,148890145 90067095 121053230 13859576 67488235 74924052 178322259 159000911 275225049 26485771 275225080 46148092
440,13136751,171020555 7174993 100179757 184920345 77239444 121099621 172325522 22835218 7958748 203768388 134396340 167937507
441,27716643,134025373 19395253 8448586 52082513 216383904 14351068 275225060 275225054 275225074 7360209 180298587 130362474
442,17701736,108568459 140107331 138750873 165176788 134025169 52254550 83158705 58425578 158790337 170762091 7958836 275225024
443,16350155,159000911 191820527 16154236 110700063 117083142 52290353 21972366 115267031 69981984 249536060 114194298 164550314
444,19754976,212469874 121109923 275054443 102905137 21972366 167937536 74924052 47406493 190468598 19395253 271540414 82528875
445,21328159,13306746 8448484 196174372 275225037 7191307 35166676 51661979 275225069 275225050 16160816 90195739 214857049
446,10544832,275225065 8448446 115267836 271540414 13859576 203109958 132107482 252801927 14848906 110308041 275225044 102800015
447,14964184,190468598 108760316 177637414 130362474 275225074 102107969 90067095 48914057 197688264 172474728 121099479 52083248
448,24833895,203933253 275225073 136795488 251773296 22490670 158790337 52079043 134022914 172915867 16154358 19395253 274709343
449,1394862,174220642 160882845 82843404 45480982 172474728 178779254 275225060 172283830 274678240 16153669 34458282 275225068
450,7059254,167937536 107369821 19814067 22492292 275225056 172443958 275225053 91848059 74823296 275225043 274585245 275225052
451,28408492,100179757 158790337 54073357 196471149 117081799 121099621 5465201 21972366 275225043 8448586 275225037 22774390
452,28628722,72641169 107144886 74238547 172911785 176250783 158790337 205480502 275225085 275225053 67488235 13306746 74404407
453,18220833,7958739 77239444 74238547 115267243 172325522 115268169 16153585 14627651 100179757 71141218 115267836 212321323
454,9957575,229981584 167937715 213887696 275175461 91848059 134025507 50713741 84963179 120427174 71141218 178322259 275225065
455,27662066,130362471 46064152 121010037 275225060 66758097 125725750 107144886 51488651 184826959 167937715 113115714 164310055
456,21561560,7958748 125410120 107359496 177637414 132107482 160902809 272623327 52290353 66897309 275225037 214887627 164084313
457,24367029,197535839 212469874 178779254 121109923 74924052 121010037 130287356 130362474 110700063 184920345 100179757 164251651
458,14191680,203063619 214887627 121053230 53135977 275225043 47406493 275225076 136020884 275225057 52079043 120427174 85256178
459,17195572,160882845 171922750 22761166 108568459 58221635 164547509 90483814 275225052 121099479 22490670 71141218 67488235
460,12320487,117030429 120427448 141986699 21972366 73211194 275225060 7360209 66609074 107420141 125725750 82843404 184826959
461,9033726,271540414 7958780 275225053 22774390 274969525 196471149 35166676 203109958 203063619 172445145 86988226 107361263
462,21690119,7958732 275225056 130301550 117081799 22835214 115269475 130300212 169933468 171020555 179523295 115267031 6927817
463,15965681,22529504 170808779 66609074 169933468 275175461 7360209 76205485 179757537 263369737 107668471 121053230 58425578
464,10576547,179062565 274585245 148890145 7174993 215601923 275225085 275225081 164351649 6927817 54073357 172910320 159000911
465,463570,138749405 35166676 7191307 16154222 90484442 172477180 128276418 74823296 47406493 171922750 136173457 275225059
466,26200419,46632410 136383612 68027471 44579670 55424951 164252148 52290353 94775934 7958732 107361263 51351021 157530335
467,21550049,19364741 110308041 203145770 73744766 184826959 274461606 275225027 172915867 85256178 130362471 274969525 208255020
468,26069437,179062565 125410120 167937507 87056098 185209207 75422804 170808746 164221914 82644520 107411611 111972654 102107969
469,21304233,7191307 74238547 7958872 275225050 7958780 179523208 136173457 120427174 77063813 185209207 205713374 275225051
470,16914441,121010037 172477180 275225026 176251118 19782902 21972366 121649229 102800015 164550791 204314768 172283830 44112983
471,15162880,19814067 108761942 203154833 7191307 90067095 275225032 275225041 121649229 160883217 7174993 74238547 275225079
472,26283526,20329891 22774705 178779717 205713374 22835214 274158090 130287356 102085482 84564566 212469874 274585245 248985977
473,17905607,141986699 275225037 72641169 93710743 91848059 32932416 172281846 7958748 46698977 275225055 19814067 16154358
474,19715678,170762091 136383612 171020555 67488235 22774705 75422804 107359496 172446338 172474728 275225046 32932416 111972654
475,14437511,44579670 102800015 121009998 68027471 212321323 240590870 275225053 275225074 164313025 72641169 191820527 110709509
476,26458828,7958836 85256178 136383612 120427448 164550568 54158651 50231490 22761166 115269475 275225058 75422804 205486844
477,8817256,22835214 23851539 212321323 275225037 107978427 28544814 205480502 167937507 5465201 176599682 196174372 71905085
478,18220338,172474870 117083142 6982965 108568459 7958872 159000911 35166676 214857049 58221635 16153585 22543488 164546449
479,20738839,172325522 138750873 44579670 164251651 171020555 83158705 20680707 143275087 172911785 134022914 172445606 14351068
480,26119705,275225044 121099621 157530335 157016976 148890145 138748093 26081106 275225065 77239444 158790337 74280688 8448446
481,26570554,212469874 140107331 275175461 172910320 84963179 249536060 164313025 252801927 107359496 213887696 275225044 58425578
482,12035721,120427174 52417141 275225061 172446338 86988226 134025507 48914057 274568575 271540414 7958739 171020215 275225057
483,24674143,22774705 140107331 275175461 164082385 20680707 121009977 205459325 115269586 67656086 160883217 7697471 274158090
484,12335157,52290353 275225025 125725750 102107969 44579670 197688264 7958872 252801927 160902809 164223955 274158090 38080465
485,523950,212469874 195316171 52254550 7958732 46148092 197535839 275225057 178779717 10785741 171922750 34458282 45480982
486,27042333,170808746 50231490 89479359 275225059 69990262 68027471 51488651 272623327 7360209 164084313 108763287 14627651
487,1037874,134025507 164310055 102107969 274678240 102086317 73622488 160831508 29916656 172911785 47406493 7175047 16154222
488,19761809,195316171 203063619 159382275 22835214 115275838 164313903 185209207 134022914 217176888 134025169 52290353 172915867
489,22580465,74280990 108030200 275225085 13306746 77075739 178322259 274461606 58221635 72287083 107144886 172474728 13670345
490,17544634,6879031 197688264 178779254 130301550 107420141 73744766 102800015 136020884 76150457 275225043 177637414 172281846
491,20456823,22761166 125725750 130301550 6306239 275225068 172325522 7360209 22835218 107361263 191820527 136795488 275225074
492,27168343,248985977 179062565 72641169 164351649 164313025 164547509 161208247 275225043 52417141 271540414 275225078 107668471
493,319752,89479359 274958631 205712436 16154222 22774390 22492292 75424785 138748093 272362640 74238547 272623327 75422804
494,21510619,197344491 167937715 102729546 172477180 100179757 108568459 107978427 275225056 117030429 140107331 134396340 115267031
495,14145073,136383612 134735314 203933253 32932416 190468598 107338883 107369821 7958739 10922941 176599682 172325522 45480982
496,28808273,165337523 102729546 273744625 160882845 5465201 22761166 14702607 275225055 275225068 130300212 272362509 275225078
497,26210008,46148092 7191307 14627651 66609074 272362640 172446338 4426117 55056022 50227166 86988226 5465201 165337523
498,27003327,46064152 22490670 169933468 50713741 205712436 203109958 58221635 159000911 107361263 158790337 13859576 7958757
499,21026016,6879031 274958631 114194298 164313903 275024495 275225025 274159435 44112983 7191307 16160816 275225064 275225058
500,13610245,16154222 72641169 82843404 164547509 67488235 217176713 274709343 107411611 86868118 207366690 53135977 170762091
501,13117172,74823296 172283830 159382275 44112983 103076103 164270658 275225025 28544814 275225056 102085482 274587510 136157116
502,22334980,179062565 7697471 94775934 14702607 107411611 4382605 138748093 82843404 66758097 275225066 120427448 42424755
503,11749325,102107969 197344491 212321323 165176788 164551063 179206519 76438775 159382275 115529411 164223955 164310669 76205485
504,13452725,134022914 205712436 69990262 46640788 172445145 130300212 138750873 7958739 76150457 275053951 275225053 7175047
505,26256836,117081799 205480502 275175461 172283830 197535839 8448586 74924052 171020215 120427448 164550791 134025507 42424755
506,26109591,114194298 275225058 6879031 190468598 157016976 179062565 120427448 117083142 275225055 6982965 171020555 107420141
507,7514918,134025169 172283830 207765359 275225042 23452876 7958836 115528995 177637414 121010037 160883217 6306239 248985977
508,8632393,174220642 77239444 197536148 54158651 172910320 140107331 214887627 55056022 252801927 42424755 102800015 102782651
509,13155078,94808227 55424951 134025373 14848906 26081106 203109958 136383612 275225037 205480502 134735314 275225060 114193983
510,13369460,134025507 76150457 117081799 6879031 29115771 275225061 274158090 130362474 115267243 102905137 73622488 164251651
511,11353767,275225054 22835214 4426117 76438775 77063813 160902809 197344491 138750873 19814067 172915867 14847948 8448446
512,25866162,164545695 16154222 26081106 55424951 69990262 136383612 84963179 207765359 229981584 274678240 73744766 7958872
513,24828297,171020555 75422804 85256178 77063813 190468598 47406493 18012630 179523208 35166676 50227166 204283018 275225059
514,16980968,217176713 55424951 274588052 275225034 69500507 34458282 75401284 51351021 275225044 47406493 44579670 275225032
515,24730341,134735314 22490714 52079043 164251651 275225066 164550568 107420141 117030429 214887627 172908253 275225032 164270658
516,15211437,4426117 205713374 172474728 75422804 52290353 66609455 120430860 136383612 275053951 69984571 172910320 115529411
517,412605,93050507 185209207 108761942 110308041 164221914 213887696 93010173 68219838 14351068 274568575 35168128 275002754
